PNR,customer_email,account_number,reward_points_earned,reward_points_burned,total_reward_points,membership_tier_before_transaction,membership_tier,date_points_earned,points_before_transaction
IVXXT3,isaac.cook@example.com,265763531,3207,0,3383,Silver,Gold,7/4/2022,176
PWXXCN,gregory.bradley@example.com,913399896,250,0,467,Silver,Silver,8/30/2022,217
L6XX6P,lynn.frazier@example.org,613239680,286,0,711,Silver,Silver,8/30/2022,425
D7XX92,shannon.johnston@example.com,3383020284,3458,0,3837,Silver,Gold,8/30/2022,379
L6XX6P,elizabeth.mendez@example.com,1016950529,84,0,516,Silver,Silver,7/9/2022,432
PWXXCN,adam.lang@example.com,5870083732,14,0,296,Silver,Silver,7/9/2022,282
D7XX92,edward.luna@example.com,1894527435,384,348,793,Silver,Silver,8/28/2022,757
GQXXMY,bryan.lopez@example.com,4626935531,251,0,296,Silver,Silver,8/8/2022,45
LTXXKZ,benjamin.carter@example.org,1680177566,538,0,945,Silver,Silver,9/14/2022,407
MGXX8N,audrey.barajas@example.org,2890704271,2120,0,8474,Diamond,Diamond,4/18/2022,6354
NRXXTK,hannah.owens@example.org,4053588771,78,0,614,Silver,Silver,4/18/2022,536
DKXXV1,jessica.novak@example.net,2642654850,2702,0,5989,Gold,Diamond,8/30/2022,3287
NRXXTK,nancy.gardner@example.com,8428682992,277,0,557,Silver,Silver,8/30/2022,280
B4XX5P,jennifer.copeland@example.com,6531645231,687,0,834,Silver,Silver,9/6/2022,147
DKXXV1,hannah.cox@example.org,7053204825,375,430,897,Silver,Silver,9/6/2022,952
PLXX4Q,michelle.wiggins@example.org,4332235204,227,0,275,Silver,Silver,5/31/2022,48
B4XX5P,jason.perkins@example.com,883868069,195,0,324,Silver,Silver,5/31/2022,129
NEXXP6,ana.sandoval@example.net,7093721021,143,0,152,Silver,Silver,5/31/2022,9
G4XX6Y,natasha.howard@example.org,1242285307,1582,0,4841,Gold,Gold,5/31/2022,3259
G4XX6Y,carol.vargas@example.org,6860564416,1513,0,2430,Silver,Gold,8/21/2022,917
AZXXR0,margaret.logan@example.com,1119353120,87,0,930,Silver,Silver,9/2/2022,843
AZXXR0,shannon.barnes@example.org,5659524498,613,0,810,Silver,Silver,9/2/2022,197
G9XX14,candace.myers@example.org,717255111,95,0,155,Silver,Silver,9/2/2022,60
PZXXVB,brandy.lyons@example.com,5419223695,4810,0,6956,Gold,Diamond,9/2/2022,2146
PZXXVB,juan.pittman@example.com,5785302049,4011,0,4262,Silver,Gold,8/30/2022,251
H7XX3M,christina.nguyen@example.org,4834264111,96,0,123,Silver,Silver,10/22/2021,27
H7XX3M,jill.jimenez@example.net,8603616973,44,0,47,Silver,Silver,10/22/2021,3
BGXX0G,justin.patel@example.org,1480858832,2342,0,2872,Silver,Gold,6/27/2022,530
GXXX7K,matthew.rivera@example.org,7642759276,339,0,782,Silver,Silver,8/21/2022,443
BGXX0G,jeffrey.morgan@example.com,776932652,743,0,9810,Diamond,Diamond,8/21/2022,9067
GXXX7K,bradley.schneider@example.com,2928903344,39,0,175,Silver,Silver,5/11/2022,136
GKXXRJ,russell.clarke@example.net,163312710,93,0,2596,Gold,Gold,7/25/2022,2503
F4XXHJ,sarah.little@example.org,8708958993,261,497,850,,Silver,7/14/2022,1086
F4XXHJ,courtney.moses@example.net,8260540029,112,0,432,Silver,Silver,7/8/2022,320
GKXXRJ,bobby.hudson@example.org,6072152372,922,0,966,Silver,Silver,7/24/2022,44
CNXXG3,deborah.rodgers@example.org,5677796058,220,0,375,Silver,Silver,7/27/2022,155
AMXXNE,erica.peters@example.com,8539913700,19,0,272,Silver,Silver,7/27/2022,253
AMXX3P,robert.perez@example.net,6978263152,585,0,4208,Gold,Gold,7/30/2022,3623
AMXXNE,mario.henderson@example.org,253137525,1613,0,4883,Gold,Gold,7/30/2022,3270
CNXXG3,steve.ramsey@example.net,2759054920,1764,0,2686,Silver,Gold,4/3/2022,922
BDXX09,rebecca.martinez@example.com,8820522533,14,0,452,Silver,Silver,8/2/2022,438
GSXXYE,sean.thomas@example.org,3492743303,488,0,986,Silver,Silver,8/23/2022,498
NYXXYC,allison.walton@example.com,3735512100,47,0,55,Silver,Silver,8/7/2022,8
H7XXB6,justin.hicks@example.com,8529616936,3,0,10,Silver,Silver,8/7/2022,7
H7XXB6,stephen.buck@example.net,7336130433,158,0,534,Silver,Silver,8/23/2022,376
I1XXNK,amanda.gonzales@example.com,9500515952,256,0,415,Silver,Silver,4/3/2022,159
F2XXRD,megan.may@example.org,206387715,12389,111,12532,Silver,Platinum,7/11/2022,254
MXXX52,kaitlyn.hernandez@example.net,80661803,98,0,378,Silver,Silver,7/26/2022,280
MXXX52,aaron.williams@example.net,8699280960,5839,889,8851,Gold,Diamond,12/6/2021,3901
LRXXD6,karen.murphy@example.net,7464489294,4163,0,4813,Silver,Gold,8/4/2022,650
H1XXXY,steven.roberson@example.org,7332774227,157,0,441,Silver,Silver,9/13/2022,284
H6XXD6,jeffrey.thompson@example.net,7695608626,30,0,55,Silver,Silver,6/14/2022,25
P6XXB9,jerome.frazier@example.net,5228546210,674,0,2469,,Gold,4/28/2022,1795
EBXXBR,alyssa.boyd@example.com,1282609496,4299,0,4525,Silver,Gold,8/23/2022,226
GJXX8X,abigail.wise@example.net,7329707238,40,232,645,Silver,Silver,11/23/2021,837
GGXXC6,angela.meyer@example.com,7284574626,220,0,602,Silver,Silver,7/28/2022,382
BKXXKJ,whitney.waters@example.com,7916508088,2986,0,4480,,Gold,4/11/2022,1494
D4XXN5,larry.higgins@example.org,5816178193,634,0,819,Silver,Silver,1/30/2022,185
M4XX6Z,diane.wright@example.com,8076636987,428,0,588,Silver,Silver,8/1/2022,160
GHXXXH,lauren.kelly@example.org,6520934493,3295,0,4210,Silver,Gold,8/31/2022,915
I8XX36,mary.garcia@example.net,9751912959,697,0,6476,Diamond,Diamond,3/27/2022,5779
A8XXPD,becky.nash@example.org,4238091933,3891,0,4421,Silver,Gold,9/24/2022,530
EJXX4G,stephen.miller@example.org,4741660217,13,0,15,Silver,Silver,4/23/2022,2
CDXX7G,stephen.pugh@example.com,9159368953,77,0,434,Silver,Silver,5/10/2022,357
A3XXC9,earl.watson@example.org,4318443049,45,0,67,Silver,Silver,6/7/2022,22
FXXXLP,jessica.contreras@example.org,5310528198,108,0,227,Silver,Silver,4/20/2022,119
FSXX58,cynthia.olson@example.org,2398352125,1099,0,3298,Gold,Gold,4/20/2022,2199
FSXX58,amanda.wright@example.net,9835451405,67,0,325,Silver,Silver,8/5/2022,258
O8XXTF,michele.deleon@example.com,4524406385,2110,0,4705,Gold,Gold,2/26/2022,2595
J1XX77,jennifer.wall@example.net,5944631447,3658,0,3931,Silver,Gold,2/26/2022,273
J1XX77,george.mcfarland@example.org,9786895924,134,0,815,Silver,Silver,1/17/2022,681
HEXXDT,leah.wilson@example.net,5268170,1189,0,9796,Diamond,Diamond,1/17/2022,8607
HEXXDT,mitchell.hernandez@example.com,3334986894,160,0,327,Silver,Silver,8/16/2022,167
MKXX5C,nicole.weber@example.net,6239814638,3772,0,4818,,Gold,6/29/2022,1046
MKXX5C,tanya.harrington@example.com,9091555120,343,103,451,Silver,Silver,8/23/2022,211
IGXXXE,gregory.kent@example.org,6685256143,509,127,655,Silver,Silver,8/23/2022,273
IGXXXE,lori.ramsey@example.org,4369814169,6019,0,7527,,Diamond,6/22/2022,1508
DBXX0X,todd.jones@example.net,8239457390,2375,0,3875,,Gold,2/11/2022,1500
D2XXXE,lisa.simmons@example.com,2054211952,244,0,329,Silver,Silver,9/9/2022,85
DBXX0X,samantha.king@example.net,4942033183,402,0,669,Silver,Silver,6/19/2022,267
IJXXYH,bryan.harvey@example.net,1729361959,144,0,369,Silver,Silver,8/13/2022,225
J3XX65,thomas.bernard@example.net,3223500505,72,521,596,,Silver,2/22/2022,1045
IJXXYH,mark.schroeder@example.org,4896027609,650,185,841,Silver,Silver,2/22/2022,376
J3XX65,jessica.ortiz@example.com,3410051555,461,0,750,Silver,Silver,8/16/2022,289
D2XXXE,linda.wong@example.net,9724105792,1506,0,3663,Gold,Gold,3/12/2022,2157
GYXX0X,laura.potter@example.org,4411033130,739,0,827,Silver,Silver,8/30/2022,88
CLXXN2,mary.ballard@example.org,1310679956,494,0,2030,,Gold,3/12/2022,1536
ASXXSB,robert.brown@example.com,7910963193,352,0,890,Silver,Silver,3/12/2022,538
GYXX0X,david.pope@example.com,8379967694,243,0,656,Silver,Silver,7/10/2022,413
CLXXN2,larry.park@example.net,6145342222,123,0,140,Silver,Silver,7/10/2022,17
ASXXSB,margaret.flores@example.com,6219527887,1813,0,4835,Gold,Gold,2/18/2022,3022
G4XXZ9,james.brown@example.net,6793587409,482,0,4607,Gold,Gold,4/29/2022,4125
LXXXS6,damon.gonzales@example.org,1389627942,75,175,885,Silver,Silver,4/29/2022,985
LXXXS6,laura.olson@example.com,9220344517,577,0,857,Silver,Silver,4/29/2022,280
BVXXVY,danielle.clark@example.org,8271986887,300,0,450,Silver,Silver,4/29/2022,150
J4XXQ2,kevin.kelly@example.org,7236656832,276,0,465,Silver,Silver,4/29/2022,189
J4XXQ2,tiffany.carter@example.com,4050841666,93,303,695,Silver,Silver,8/28/2022,905
BVXXVY,jessica.freeman@example.net,1034614516,2033,0,4905,Gold,Gold,8/28/2022,2872
CXXXV4,dennis.combs@example.com,4744279049,309,0,965,Silver,Silver,8/6/2022,656
PGXX9P,kelly.davis@example.org,6707385805,506,0,595,Silver,Silver,8/6/2022,89
N2XXWW,april.arias@example.com,6838910519,2461,0,4984,Gold,Gold,9/11/2022,2523
EDXXE0,sharon.gates@example.org,8001466667,1031,0,2914,,Gold,9/11/2022,1883
EDXXE0,shannon.carpenter@example.com,2525160868,126,10,136,Silver,Silver,5/22/2022,20
PGXX9P,patricia.torres@example.net,3403081585,458,0,619,Silver,Silver,8/24/2022,161
N2XXWW,steven.larson@example.net,3143994065,65,0,192,Silver,Silver,8/24/2022,127
CBXXJE,amber.baker@example.com,7250008146,444,0,837,Silver,Silver,6/5/2022,393
EYXXQC,david.brown@example.org,1865808864,24,0,96,Silver,Silver,4/17/2022,72
C2XXX6,scott.bailey@example.org,5249165549,2561,0,3833,,Gold,7/15/2022,1272
EYXXQC,tonya.stephens@example.com,6430938338,467,0,8505,Diamond,Diamond,1/17/2022,8038
C2XXX6,laura.wong@example.net,8692930759,2097,0,2291,Silver,Gold,1/17/2022,194
O4XXJC,lance.haynes@example.com,4067445637,2207,0,3509,,Gold,10/30/2021,1302
BBXXMM,david.chapman@example.org,6299407997,181,0,441,Silver,Silver,10/30/2021,260
EFXXST,tiffany.bell@example.net,2126644049,195,0,2421,Gold,Gold,6/19/2022,2226
EFXXST,lynn.curtis@example.net,6661968991,193,0,203,Silver,Silver,6/11/2022,10
D1XXYT,tracie.poole@example.net,147012505,7659,7467,15234,Platinum,Platinum,6/11/2022,15042
O4XXJC,antonio.cook@example.org,9956269804,253,0,567,Silver,Silver,8/25/2022,314
HFXXB1,malik.rivera@example.org,5140116264,53,0,155,Silver,Silver,8/25/2022,102
CEXXCX,steven.rogers@example.org,2416826756,1797,457,2500,,Gold,8/8/2022,1160
HFXXB1,angela.edwards@example.com,2352084305,261,0,722,Silver,Silver,9/10/2022,461
N7XX93,roger.wilson@example.com,1353985668,3198,0,4726,,Gold,9/10/2022,1528
CEXXCX,glen.barry@example.org,9168294757,138,0,358,Silver,Silver,3/15/2022,220
M6XXM5,sheila.hernandez@example.com,1696540220,181,0,376,Silver,Silver,9/14/2022,195
M6XXM5,samantha.bailey@example.com,3382582189,74,0,695,Silver,Silver,9/14/2022,621
J1XXW2,stephen.shelton@example.net,2235111206,620,0,760,Silver,Silver,9/14/2022,140
GXXXM5,julie.weeks@example.com,6404003751,6285,0,7502,,Diamond,4/16/2022,1217
M4XXRJ,kenneth.robinson@example.net,6919179980,89,0,99,Silver,Silver,4/16/2022,10
J1XXW2,crystal.russell@example.com,8805311355,2641,0,21467,Platinum,Platinum,4/16/2022,18826
FVXXLW,margaret.parks@example.org,7041290133,147,0,3888,Gold,Gold,5/21/2022,3741
FVXXLW,lori.berry@example.net,4712605072,87,0,493,Silver,Silver,7/11/2022,406
DEXXKJ,valerie.sanchez@example.com,930755827,211,0,477,Silver,Silver,7/11/2022,266
PBXXL4,tracy.thomas@example.org,1970023474,466,0,706,Silver,Silver,8/12/2022,240
BQXXND,brittney.hicks@example.com,4382787481,25,0,106,Silver,Silver,8/12/2022,81
PBXXL4,mark.sanchez@example.net,56548770,3204,0,3382,Silver,Gold,4/22/2022,178
BQXXND,brett.chavez@example.com,9441283543,85,0,3511,Gold,Gold,4/22/2022,3426
A3XXH1,kathy.russo@example.org,6495279204,201,0,231,Silver,Silver,4/22/2022,30
A3XXH1,brittany.james@example.org,7793431916,6757,0,7641,Silver,Diamond,4/22/2022,884
AWXXRF,monica.pierce@example.org,8122172264,692,0,727,Silver,Silver,4/22/2022,35
AWXXRF,amy.lindsey@example.net,9288017216,174,0,910,Silver,Silver,4/22/2022,736
EKXX9D,tiffany.carrillo@example.com,9084614480,688,0,713,Silver,Silver,6/5/2022,25
EKXX9D,steven.johnson@example.com,7477002659,150,0,358,Silver,Silver,6/5/2022,208
LZXX00,matthew.stone@example.org,1105508405,126,100,329,Silver,Silver,6/5/2022,303
JYXX16,dana.smith@example.com,3009395970,40,0,73,Silver,Silver,6/5/2022,33
L3XX86,john.little@example.com,6682987381,5177,0,5696,Silver,Diamond,6/5/2022,519
NRXXSW,jerry.morgan@example.net,5923197134,1483,0,2992,,Gold,6/5/2022,1509
ERXX36,kevin.taylor@example.net,3829619171,351,0,716,Silver,Silver,6/19/2022,365
ERXX36,madeline.carter@example.net,1011441067,2294,0,6246,Gold,Diamond,6/19/2022,3952
NRXXSW,cynthia.matthews@example.net,349403057,303,0,308,Silver,Silver,5/9/2022,5
B0XXWE,jeffrey.donovan@example.net,1093096187,102,0,7751,Diamond,Diamond,5/9/2022,7649
JSXX1E,robin.richardson@example.com,2424886499,8,0,3059,Gold,Gold,7/22/2022,3051
B0XXWE,scott.barnes@example.org,4873965461,185,0,204,Silver,Silver,4/27/2022,19
JSXX1E,maria.austin@example.net,5621829220,271,0,953,Silver,Silver,11/19/2021,682
NSXX1M,kelsey.hall@example.org,2873999564,97,0,214,Silver,Silver,11/19/2021,117
ECXXDP,christina.patton@example.net,7305731068,97,0,291,Silver,Silver,5/24/2022,194
D3XXDP,austin.miller@example.org,6823502675,3788,850,7814,Gold,Diamond,5/24/2022,4876
ECXXDP,stephanie.nash@example.net,5130289712,649,0,2708,Gold,Gold,6/6/2022,2059
LJXX34,sean.fox@example.net,2997830150,68,0,689,Silver,Silver,6/6/2022,621
LJXX34,amanda.willis@example.org,4808271872,1290,317,2663,,Gold,6/6/2022,1690
PXXXS8,frank.marshall@example.net,8365115169,5122,0,7343,Gold,Diamond,6/6/2022,2221
GQXXWM,eric.sandoval@example.net,1831648453,1639,0,3434,,Gold,5/25/2022,1795
GQXXWM,tyler.compton@example.org,3613500602,1452,0,2802,,Gold,5/25/2022,1350
PXXXS8,andrea.nguyen@example.com,1880752434,8,0,51,Silver,Silver,5/25/2022,43
ERXXZR,elizabeth.mckenzie@example.net,2054995485,124,0,173,Silver,Silver,5/25/2022,49
G9XXH6,jeff.howard@example.com,4129213048,49,0,715,Silver,Silver,7/30/2022,666
G9XXH6,vanessa.williams@example.net,7917788963,748,0,6906,Diamond,Diamond,5/17/2022,6158
GWXX6L,gerald.henry@example.org,4769241389,314,116,531,Silver,Silver,3/2/2022,333
N2XXXQ,micheal.frederick@example.com,6024851021,2057,0,2742,Silver,Gold,3/2/2022,685
G1XXZY,sharon.martinez@example.org,4401154647,138,0,596,Silver,Silver,5/18/2022,458
DXXX5X,timothy.meyer@example.org,2011861916,644,0,646,Silver,Silver,5/18/2022,2
DXXX5X,david.rogers@example.com,7863684595,166,0,188,Silver,Silver,4/24/2022,22
N2XXXQ,brandy.hodge@example.net,9600121274,2716,122,4710,Gold,Gold,4/24/2022,2116
G1XXZY,rachel.hayden@example.net,7616188201,798,0,963,Silver,Silver,8/27/2022,165
ASXX1T,andrea.nelson@example.org,2281280617,137,88,225,Silver,Silver,12/1/2021,176
ASXX1T,alexis.mueller@example.net,9155951507,17,0,716,Silver,Silver,12/1/2021,699
NVXXE1,ronnie.scott@example.com,7330650385,19,0,497,Silver,Silver,4/19/2022,478
A7XX0K,brian.wells@example.org,459811502,574,0,817,Silver,Silver,5/31/2022,243
A7XX0K,karen.manning@example.net,7127533464,15,30,45,Silver,Silver,5/31/2022,60
DXXXNW,laura.gregory@example.org,9433300443,269,0,999,Silver,Silver,2/20/2022,730
DXXXNW,tracy.roberts@example.org,7120518849,2287,0,3245,Silver,Gold,2/20/2022,958
A4XX8Q,charlene.dixon@example.org,3197913379,3,0,27,Silver,Silver,7/7/2022,24
PZXXHN,jonathan.friedman@example.org,7705127731,1600,0,2695,,Gold,8/23/2022,1095
DGXXC5,laura.campos@example.org,9106437710,9827,0,10857,,Platinum,8/23/2022,1030
DGXXC5,joy.robinson@example.com,7671982897,268,0,701,Silver,Silver,4/6/2022,433
CVXXSK,bryan.alvarado@example.com,6047914841,36,0,114,Silver,Silver,4/6/2022,78
CVXXSK,roy.nelson@example.org,5696438328,272,0,821,Silver,Silver,5/17/2022,549
PEXXT9,kyle.reed@example.org,317355082,185,0,362,Silver,Silver,5/17/2022,177
PQXXPR,joe.potter@example.org,2842435754,51,0,171,Silver,Silver,6/21/2022,120
PQXXPR,brian.mills@example.net,5808357410,781,0,4638,Gold,Gold,6/21/2022,3857
L6XXRE,linda.jackson@example.net,6384975240,288,0,329,Silver,Silver,9/10/2022,41
EXXXZL,ryan.wilson@example.com,5323082966,59,0,275,Silver,Silver,6/15/2022,216
PEXXT9,peter.russo@example.org,1418691096,3180,0,3525,Silver,Gold,6/15/2022,345
EXXXZL,aaron.martin@example.org,3197300808,55,0,95,Silver,Silver,7/20/2022,40
BSXXSG,michael.chavez@example.org,970584412,150,0,2930,Gold,Gold,7/20/2022,2780
BSXXSG,pamela.moses@example.com,3017587452,572,0,896,Silver,Silver,5/2/2022,324
C2XXXG,sara.wagner@example.com,5668866328,113,0,698,Silver,Silver,5/2/2022,585
A9XX39,brittany.gordon@example.com,8389033231,13,0,43,Silver,Silver,5/2/2022,30
C2XXXG,patricia.smith@example.net,218592876,291,0,734,Silver,Silver,5/2/2022,443
A9XX39,jack.freeman@example.com,1817087849,20617,0,21606,Silver,Platinum,8/5/2022,989
LRXXRR,michael.davis@example.org,6179551943,11,0,823,Silver,Silver,8/5/2022,812
ALXX8P,chris.morales@example.com,614377190,4783,0,4842,Silver,Gold,3/26/2022,59
NJXX80,james.tapia@example.com,5166022298,2033,13,2046,Silver,Gold,3/26/2022,26
GVXXG1,david.bentley@example.com,3378186668,160,0,886,Silver,Silver,10/27/2021,726
LRXXRR,richard.ruiz@example.org,3821132392,342,0,892,Silver,Silver,10/27/2021,550
NJXX80,david.thomas@example.net,3014020849,140,0,432,Silver,Silver,7/17/2022,292
GVXXG1,stephen.brooks@example.net,6366898496,124,0,180,Silver,Silver,8/17/2022,56
IHXXQ2,kimberly.pratt@example.org,7424317764,2994,0,4111,,Gold,8/17/2022,1117
DMXXPY,michelle.james@example.net,7187478449,60,0,115,Silver,Silver,7/2/2022,55
IHXXQ2,veronica.king@example.net,7035367601,10,0,326,Silver,Silver,9/7/2022,316
NNXX7J,jorge.fischer@example.org,5416286935,712,0,844,Silver,Silver,8/7/2022,132
DMXXPY,lindsay.small@example.com,6804552197,703,0,3139,Gold,Gold,8/7/2022,2436
I6XXCC,karen.miller@example.net,2518726454,272,0,936,Silver,Silver,8/7/2022,664
GFXX54,jacob.lane@example.com,4835396489,444,0,486,Silver,Silver,9/12/2022,42
F0XXQ2,angela.johnson@example.org,7022383032,4074,0,6281,Gold,Diamond,2/5/2022,2207
I6XXCC,brianna.nelson@example.com,5573715911,28,0,32,Silver,Silver,2/5/2022,4
PPXXBN,travis.patterson@example.org,2055707249,20,0,192,Silver,Silver,8/6/2022,172
NNXX7J,kimberly.wells@example.net,2461373639,586,0,937,Silver,Silver,8/6/2022,351
GFXX54,alexandra.hensley@example.org,3388785136,235,0,807,Silver,Silver,7/20/2022,572
M6XXMV,joseph.gentry@example.org,9399982796,669,0,991,Silver,Silver,7/20/2022,322
MWXXQW,megan.fox@example.org,9456113996,1746,0,5693,Gold,Diamond,9/2/2022,3947
MWXXQW,gary.hopkins@example.net,8029995692,2406,0,2810,Silver,Gold,9/2/2022,404
M6XXMV,benjamin.carson@example.com,6260078697,300,0,866,Silver,Silver,9/11/2022,566
C1XXYM,alicia.allison@example.org,6899319620,204,0,918,Silver,Silver,7/24/2022,714
MYXXHH,claudia.ferguson@example.org,334950527,286,0,386,Silver,Silver,8/31/2022,100
FLXXDY,kelly.martin@example.org,7182865595,53,0,267,Silver,Silver,8/31/2022,214
C1XXYM,kellie.coffey@example.org,4557637256,3997,0,8366,Gold,Diamond,4/25/2022,4369
JJXXBW,zachary.castro@example.org,5017681618,596,0,4177,Gold,Gold,4/25/2022,3581
FLXXDY,whitney.hooper@example.net,6953717529,515,116,868,Silver,Silver,2/18/2022,469
JJXXBW,brooke.morton@example.org,9982953905,89,0,164,Silver,Silver,2/18/2022,75
N9XXXY,justin.buck@example.com,4181174015,1925,0,2723,Silver,Gold,8/21/2022,798
E6XXBR,daniel.roman@example.org,3531275919,23,0,590,Silver,Silver,5/30/2022,567
E6XXBR,sandra.knox@example.net,5833008522,46,0,124,Silver,Silver,5/30/2022,78
FZXXKF,natasha.green@example.org,1380740493,7,0,454,Silver,Silver,7/27/2022,447
FZXXKF,nicole.howard@example.net,77522342,3,43,46,Silver,Silver,7/27/2022,86
N9XXXY,jennifer.nelson@example.net,5998154915,33,489,995,,Silver,5/19/2022,1451
D4XX1N,rebekah.hernandez@example.com,9878603195,368,0,405,Silver,Silver,5/19/2022,37
P1XXQ3,patrick.huber@example.net,588298452,119,0,335,Silver,Silver,5/28/2022,216
P1XXQ3,zachary.williamson@example.net,1697684792,33,0,215,Silver,Silver,5/28/2022,182
D4XX1N,erica.haynes@example.org,5622742957,218,0,291,Silver,Silver,9/10/2022,73
B8XXPP,thomas.torres@example.net,4606177509,79,0,712,Silver,Silver,8/1/2022,633
B8XXPP,susan.solis@example.net,1628370420,609,0,751,Silver,Silver,8/1/2022,142
BNXXZN,emily.montgomery@example.net,5744129608,23,0,32,Silver,Silver,6/25/2022,9
BPXX4N,theresa.hall@example.org,2407762920,153,0,4882,Gold,Gold,6/25/2022,4729
BNXXZN,vickie.prince@example.org,2135043631,197,0,318,Silver,Silver,8/30/2022,121
E6XXBZ,thomas.arnold@example.org,7456161236,434,0,484,Silver,Silver,8/30/2022,50
G2XXX4,christopher.campbell@example.org,8136314397,847,0,3941,Gold,Gold,6/13/2022,3094
F6XX0F,christine.jones@example.org,2719460822,2672,0,6450,Gold,Diamond,6/13/2022,3778
F6XX0F,caitlin.reed@example.net,3958587450,20,0,28,Silver,Silver,9/13/2022,8
EYXX15,vanessa.morris@example.net,1967961010,1758,2327,4215,Gold,Gold,9/13/2022,4784
EYXX15,melissa.burch@example.org,3016194896,307,0,367,Silver,Silver,7/5/2022,60
G2XXX4,kevin.white@example.net,3483348419,3567,0,8796,Diamond,Diamond,7/5/2022,5229
D3XXFJ,kelly.hughes@example.com,5281294697,2550,0,3293,Silver,Gold,8/24/2022,743
D3XXFJ,madison.pacheco@example.com,222266941,518,0,2260,,Gold,8/11/2022,1742
BJXXW2,nicole.moreno@example.net,1197671648,82,0,204,Silver,Silver,8/11/2022,122
BJXXW2,philip.mills@example.net,4670002371,11979,0,13849,,Platinum,9/15/2022,1870
JKXXFN,shelby.cline@example.net,9410258625,417,0,2236,,Gold,9/15/2022,1819
GWXXFK,sarah.larson@example.com,2609387902,64,0,316,Silver,Silver,8/24/2022,252
JKXXFN,marilyn.thomas@example.net,3802246630,702,0,952,Silver,Silver,8/24/2022,250
EZXX9F,luis.kelly@example.com,6814772756,124,0,128,Silver,Silver,2/8/2022,4
O3XXJY,dustin.west@example.org,8533630586,117,0,171,Silver,Silver,2/8/2022,54
FHXXNB,lori.allison@example.net,919036627,44,0,491,Silver,Silver,7/31/2022,447
HJXXYJ,jesse.mcgee@example.com,6797879849,2615,0,4766,Gold,Gold,7/31/2022,2151
HJXXYJ,frederick.gray@example.org,5096830960,569,0,2968,Gold,Gold,4/4/2022,2399
EZXX9F,douglas.baldwin@example.net,1878853141,2040,0,5350,Gold,Diamond,4/4/2022,3310
HQXXB7,sarah.hunt@example.com,4162613547,258,0,376,Silver,Silver,8/28/2022,118
FHXXNB,dakota.lambert@example.org,9509033705,773,0,953,Silver,Silver,8/28/2022,180
MFXXBW,michael.hooper@example.net,3737715321,399,0,774,Silver,Silver,8/7/2022,375
MFXXBW,kathleen.harris@example.org,4935341959,409,0,871,Silver,Silver,8/7/2022,462
HQXXB7,jose.stark@example.net,3193689496,334,0,395,Silver,Silver,8/24/2022,61
BWXX0M,dylan.thomas@example.net,6081507948,339,0,972,Silver,Silver,8/28/2022,633
BWXX0M,david.ramirez@example.net,3165499945,221,0,948,Silver,Silver,6/1/2022,727
MWXXB5,jermaine.mclaughlin@example.org,4989115161,119,0,670,Silver,Silver,6/1/2022,551
MWXXB5,sherry.graham@example.com,7290270117,1409,0,3365,,Gold,6/28/2022,1956
BSXXBH,mary.beck@example.com,4887398817,532,0,4788,Gold,Gold,6/26/2022,4256
BSXXBH,brent.becker@example.org,3894735030,618,0,699,Silver,Silver,6/26/2022,81
NNXX20,christina.mitchell@example.org,3782800293,38,0,249,Silver,Silver,8/23/2022,211
LNXXNM,melissa.cunningham@example.net,2534496102,444,0,873,Silver,Silver,9/18/2022,429
JZXX2Q,tracy.smith@example.net,1383903888,272,21,293,Silver,Silver,7/8/2022,42
JZXX2Q,nichole.price@example.net,5003843498,470,0,896,Silver,Silver,1/16/2022,426
O5XXGJ,matthew.chang@example.com,9283497616,447,0,4880,Gold,Gold,7/1/2022,4433
O5XXGJ,martin.combs@example.org,910663211,753,0,934,Silver,Silver,6/23/2022,181
LSXX9L,breanna.lowe@example.com,8750522509,8611,0,9371,Silver,Diamond,1/23/2022,760
LSXX9L,james.kelly@example.com,835049840,303,0,837,Silver,Silver,4/30/2022,534
B8XX60,ian.ho@example.net,866683642,507,0,783,Silver,Silver,9/4/2022,276
B8XX60,michelle.hall@example.net,4525183851,1264,0,4549,Gold,Gold,8/2/2022,3285
F7XXJY,jennifer.campbell@example.net,5684573702,51,0,370,Silver,Silver,8/20/2022,319
E0XXT8,brian.johnson@example.net,562104460,2520,0,3702,,Gold,7/2/2022,1182
C9XX6C,rachel.meadows@example.org,7556836466,114,241,542,Silver,Silver,2/13/2022,669
E9XXE9,deborah.turner@example.org,1477499951,1610,0,2928,,Gold,5/14/2022,1318
HYXXY9,michael.downs@example.com,1564404186,2768,0,6316,Gold,Diamond,3/6/2022,3548
DGXX1P,rebecca.alexander@example.org,9699148909,2543,0,4542,,Gold,7/15/2022,1999
F7XXJY,brian.hernandez@example.net,3506040648,55,0,134,Silver,Silver,6/15/2022,79
DGXX1P,andrew.white@example.com,3182798725,12,0,146,Silver,Silver,8/9/2022,134
E9XXE9,cathy.mays@example.com,6753916581,53,0,340,Silver,Silver,8/9/2022,287
HYXXY9,krista.banks@example.org,9046437191,236,0,303,Silver,Silver,9/16/2022,67
EXXXFL,michael.mcmahon@example.net,4137905299,68,0,301,Silver,Silver,7/5/2022,233
I0XX41,james.ferguson@example.org,8276652466,649,0,846,Silver,Silver,7/6/2022,197
I0XX41,mitchell.mendoza@example.org,8018561011,9,0,54,Silver,Silver,7/16/2022,45
